author,content,lxical richness,segement length,sentence length,Nounword,Verbword,Adjectiveword,determinerword,numeral,adverb,To_word,preposition,comma,fullStop,pronun,WH_pronun,questionMark
AlexanderSmith,240608newsML.txt,0.501160093,165.0714286,144.4375,0.299303944,0.167053364,0.062645012,0.083526682,0.018561485,0.027842227,0.023201856,0.127610209,0.034802784,0.032482599,0,0,0
AlexanderSmith,251540newsML.txt,0.54,212.1818182,166.7142857,0.315,0.1225,0.075,0.1225,0.025,0.0275,0.015,0.1125,0.0425,0.03,0,0,0
AlexanderSmith,268005newsML.txt,0.46483705,194.2,128.245283,0.330188679,0.145797599,0.096912521,0.083190395,0.018010292,0.033447684,0.028301887,0.115780446,0.04373928,0.036878216,0,0,0
AlexanderSmith,272743newsML.txt,0.456964006,179.2631579,109.8709677,0.294209703,0.151799687,0.056338028,0.128325509,0.012519562,0.040688576,0.026604069,0.115805947,0.034428795,0.040688576,0,0,0
AlexanderSmith,274612newsML.txt,0.386740331,211.0869565,138.7142857,0.303867403,0.149171271,0.048618785,0.114917127,0.025414365,0.036464088,0.029834254,0.131491713,0.039779006,0.027624309,0,0,0
AlexanderSmith,289578newsML.txt,0.444444444,203.2352941,157.0454545,0.28026534,0.16252073,0.097844113,0.111111111,0.024875622,0.043117745,0.028192371,0.11774461,0.053067993,0.034825871,0,0,0
AlexanderSmith,29098newsML.txt,0.518518519,195.2,150.1538462,0.299259259,0.148148148,0.097777778,0.099259259,0.011851852,0.032592593,0.019259259,0.106666667,0.038518519,0.034074074,0,0,0
AlexanderSmith,300452newsML.txt,0.471030043,203.5769231,132.325,0.313304721,0.136266094,0.092274678,0.095493562,0.027896996,0.040772532,0.02360515,0.122317597,0.043991416,0.034334764,0,0,0
AlexanderSmith,302382newsML.txt,0.458684654,194.1176471,143.4782609,0.325463744,0.129848229,0.059021922,0.082630691,0.035413153,0.030354132,0.020236088,0.121416526,0.037099494,0.033726813,0,0,0
AlexanderSmith,304231newsML.txt,0.508411215,196.5333333,105.2857143,0.254205607,0.14953271,0.078504673,0.097196262,0.052336449,0.035514019,0.031775701,0.127102804,0.044859813,0.028037383,0,0,0
AlexanderSmith,307212newsML.txt,0.553672316,157.125,117.84375,0.271186441,0.142655367,0.097457627,0.111581921,0.031073446,0.032485876,0.028248588,0.11299435,0.04519774,0.036723164,0,0,0
BenjaminKangLim,102444newsML.txt,0.479238754,162.7894737,123.72,0.311418685,0.157439446,0.074394464,0.067474048,0.017301038,0.019031142,0.039792388,0.121107266,0.029411765,0.041522491,0,0,0
BenjaminKangLim,106762newsML.txt,0.437716263,163.1,112.4827586,0.349480969,0.141868512,0.070934256,0.115916955,0.005190311,0.029411765,0.034602076,0.107266436,0.027681661,0.038062284,0,0,0
BenjaminKangLim,110733newsML.txt,0.472913616,155.4347826,72.95918367,0.266471449,0.185944363,0.073206442,0.095168375,0.023426061,0.035139092,0.026354319,0.092240117,0.042459736,0.042459736,0,0,0
BenjaminKangLim,112125newsML.txt,0.480597015,183.4,104.8,0.282089552,0.143283582,0.091044776,0.089552239,0.019402985,0.026865672,0.041791045,0.114925373,0.031343284,0.032835821,0,0,0
BenjaminKangLim,114204newsML.txt,0.448795181,176.6,95.45945946,0.265060241,0.185240964,0.054216867,0.09939759,0.019578313,0.02560241,0.028614458,0.126506024,0.051204819,0.040662651,0,0,0
BenjaminKangLim,115482newsML.txt,0.465277778,160.5789474,98.41935484,0.260416667,0.192708333,0.052083333,0.098958333,0.020833333,0.024305556,0.032986111,0.121527778,0.052083333,0.041666667,0,0,0
BenjaminKangLim,118614newsML.txt,0.451410658,152.2727273,90.54054054,0.277429467,0.177115987,0.070532915,0.095611285,0.018808777,0.036050157,0.028213166,0.10815047,0.051724138,0.042319749,0,0,0
BenjaminKangLim,118687newsML.txt,0.481741573,152.08,92.73170732,0.292134831,0.174157303,0.063202247,0.075842697,0.042134831,0.028089888,0.016853933,0.116573034,0.040730337,0.04494382,0,0,0
BenjaminKangLim,12228newsML.txt,0.527906977,135.1666667,83.89655172,0.341860465,0.146511628,0.06744186,0.097674419,0.002325581,0.023255814,0.030232558,0.093023256,0.046511628,0.044186047,0,0,0
BenjaminKangLim,129162newsML.txt,0.448757764,163.7619048,76.42222222,0.324534161,0.145962733,0.072981366,0.093167702,0.017080745,0.034161491,0.026397516,0.093167702,0.051242236,0.040372671,0,0,0
BenjaminKangLim,133520newsML.txt,0.522123894,166.6666667,136.3636364,0.307964602,0.132743363,0.095575221,0.09380531,0.026548673,0.015929204,0.037168142,0.113274336,0.046017699,0.031858407,0,0,0
BenjaminKangLim,135232newsML.txt,0.500881834,154.4761905,135.1666667,0.310405644,0.148148148,0.081128748,0.111111111,0.012345679,0.029982363,0.0335097,0.116402116,0.037037037,0.040564374,0,0,0
BenjaminKangLim,14439newsML.txt,0.487972509,167.15,59.69642857,0.379725086,0.135738832,0.065292096,0.08419244,0.020618557,0.024054983,0.051546392,0.108247423,0.034364261,0.036082474,0,0,0
BenjaminKangLim,145148newsML.txt,0.492217899,161.3888889,88.03030303,0.315175097,0.149805447,0.064202335,0.105058366,0.015564202,0.019455253,0.040856031,0.108949416,0.038910506,0.036964981,0,0,0
BenjaminKangLim,145736newsML.txt,0.508050089,178.1176471,97.67741935,0.291592129,0.162790698,0.094812165,0.08765653,0.019677996,0.025044723,0.032200358,0.118067979,0.041144902,0.033989267,0,0,0
BenjaminKangLim,146225newsML.txt,0.47008547,176,109.2413793,0.323076923,0.141880342,0.051282051,0.090598291,0.032478632,0.034188034,0.023931624,0.109401709,0.05982906,0.037606838,0,0,0
BenjaminKangLim,150365newsML.txt,0.45,154.1,118.5384615,0.332142857,0.169642857,0.05,0.091071429,0.021428571,0.033928571,0.017857143,0.1125,0.044642857,0.039285714,0,0,0
BenjaminKangLim,151860newsML.txt,0.507389163,166.4,107.3548387,0.297208539,0.164203612,0.078817734,0.08045977,0.02134647,0.039408867,0.027914614,0.116584565,0.039408867,0.037766831,0,0,0
BenjaminKangLim,155059newsML.txt,0.494983278,149.7727273,91.52777778,0.279264214,0.16722408,0.066889632,0.091973244,0.018394649,0.036789298,0.026755853,0.128762542,0.035117057,0.043478261,0,0,0
BenjaminKangLim,155439newsML.txt,0.492038217,146.4782609,91.05405405,0.272292994,0.165605096,0.065286624,0.092356688,0.017515924,0.042993631,0.030254777,0.121019108,0.044585987,0.038216561,0,0,0
BenjaminKangLim,15741newsML.txt,0.492957746,170.4210526,119.9259259,0.323943662,0.146126761,0.093309859,0.088028169,0.017605634,0.017605634,0.029929577,0.133802817,0.031690141,0.035211268,0,0,0
BenjaminKangLim,166435newsML.txt,0.494860499,179.3809524,87.60465116,0.309838473,0.164464023,0.080763583,0.10866373,0.01174743,0.019089574,0.02349486,0.114537445,0.020558003,0.03671072,0,0,0
BenjaminKangLim,174581newsML.txt,0.489220564,159.15,81.61538462,0.275290216,0.154228856,0.07960199,0.067993367,0.018242123,0.034825871,0.034825871,0.124378109,0.036484245,0.043117745,0,0,0
BenjaminKangLim,177874newsML.txt,0.495065789,155.1363636,126.4074074,0.338815789,0.128289474,0.0625,0.110197368,0.036184211,0.013157895,0.024671053,0.113486842,0.049342105,0.041118421,0,0,0
BenjaminKangLim,178518newsML.txt,0.494117647,161.0952381,125.2962963,0.322689076,0.151260504,0.062184874,0.144537815,0.008403361,0.023529412,0.016806723,0.132773109,0.03697479,0.038655462,0,0,0
BenjaminKangLim,182490newsML.txt,0.515037594,148.9473684,97.5862069,0.261278195,0.152255639,0.078947368,0.078947368,0.035714286,0.026315789,0.035714286,0.112781955,0.031954887,0.041353383,0,0,0
BenjaminKangLim,18363newsML.txt,0.46728972,178.2941176,112.2592593,0.319626168,0.145794393,0.106542056,0.095327103,0.020560748,0.014953271,0.024299065,0.125233645,0.031775701,0.037383178,0,0,0
BenjaminKangLim,186173newsML.txt,0.447761194,159.9375,62.41463415,0.309168443,0.125799574,0.053304904,0.104477612,0.074626866,0.025586354,0.040511727,0.106609808,0.044776119,0.044776119,0,0,0
BenjaminKangLim,186199newsML.txt,0.498985801,144.4736842,124.7727273,0.310344828,0.144016227,0.07505071,0.095334686,0.020283976,0.026369168,0.024340771,0.121703854,0.040567951,0.040567951,0,0,0
BenjaminKangLim,187423newsML.txt,0.409756098,153.1818182,67.4,0.307317073,0.112195122,0.068292683,0.102439024,0.074796748,0.021138211,0.035772358,0.100813008,0.055284553,0.045528455,0,0,0
BenjaminKangLim,188955newsML.txt,0.486710963,163.3,105.3548387,0.320598007,0.15282392,0.056478405,0.084717608,0.03820598,0.031561462,0.013289037,0.104651163,0.051495017,0.044850498,0,0,0
BenjaminKangLim,188988newsML.txt,0.485294118,163.3684211,86.22222222,0.310661765,0.167279412,0.071691176,0.086397059,0.016544118,0.025735294,0.029411765,0.121323529,0.033088235,0.036764706,0,0,0
BenjaminKangLim,189031newsML.txt,0.476744186,149.7727273,94.14285714,0.3089701,0.162790698,0.091362126,0.07807309,0.013289037,0.026578073,0.023255814,0.117940199,0.028239203,0.043189369,0,0,0
BenjaminKangLim,190439newsML.txt,0.462406015,152.4736842,125.9565217,0.327067669,0.148496241,0.063909774,0.080827068,0.043233083,0.031954887,0.018796992,0.107142857,0.054511278,0.035714286,0,0,0
BenjaminKangLim,192394newsML.txt,0.508078995,145.4285714,89.82352941,0.303411131,0.157989228,0.098743268,0.091561939,0.010771993,0.021543986,0.019748654,0.111310592,0.032315978,0.048473968,0,0,0
BenjaminKangLim,195350newsML.txt,0.502770083,166.375,66.55,0.331024931,0.145429363,0.081717452,0.101108033,0.020775623,0.030470914,0.023545706,0.113573407,0.034626039,0.038781163,0,0,0
BenjaminKangLim,198232newsML.txt,0.505175983,156.0588235,120.5909091,0.320910973,0.149068323,0.078674948,0.089026915,0.022774327,0.016563147,0.020703934,0.138716356,0.043478261,0.037267081,0,0,0
BenjaminKangLim,201374newsML.txt,0.44112478,163.8947368,72.41860465,0.312829525,0.131810193,0.087873462,0.114235501,0.026362039,0.0228471,0.033391916,0.114235501,0.043936731,0.035149385,0,0,0
BenjaminKangLim,204845newsML.txt,0.455906822,152,99.75,0.256239601,0.146422629,0.084858569,0.069883527,0.064891847,0.038269551,0.03327787,0.1281198,0.053244592,0.034941764,0,0,0
BenjaminKangLim,211064newsML.txt,0.492610837,164.15,93.8,0.295566502,0.15270936,0.073891626,0.070607553,0.031198686,0.02955665,0.026272578,0.118226601,0.052545156,0.041050903,0,0,0
BenjaminKangLim,214183newsML.txt,0.522177419,143.4736842,123.9090909,0.274193548,0.141129032,0.084677419,0.114919355,0.046370968,0.026209677,0.010080645,0.139112903,0.044354839,0.04233871,0,0,0
BenjaminKangLim,21575newsML.txt,0.467908903,164.9411765,121.9130435,0.308488613,0.15942029,0.107660455,0.080745342,0.014492754,0.016563147,0.031055901,0.122153209,0.037267081,0.041407867,0,0,0
BenjaminKangLim,221670newsML.txt,0.491701245,159.9411765,151.0555556,0.340248963,0.145228216,0.082987552,0.124481328,0.014522822,0.008298755,0.01659751,0.12033195,0.033195021,0.03526971,0,0,0
BenjaminKangLim,222816newsML.txt,0.478647687,146.7272727,97.81818182,0.336298932,0.138790036,0.080071174,0.074733096,0.023131673,0.024911032,0.024911032,0.120996441,0.03202847,0.040925267,0,0,0
BenjaminKangLim,231106newsML.txt,0.502717391,154.2307692,125.3125,0.33423913,0.141304348,0.067934783,0.10326087,0.029891304,0.016304348,0.032608696,0.097826087,0.051630435,0.04076087,0,0,0
BenjaminKangLim,232863newsML.txt,0.506756757,152.0909091,90.43243243,0.324324324,0.143581081,0.057432432,0.094594595,0.025337838,0.030405405,0.027027027,0.130067568,0.035472973,0.043918919,0,0,0
BenjaminKangLim,235646newsML.txt,0.454054054,153.8095238,115.3571429,0.27027027,0.147747748,0.113513514,0.079279279,0.027027027,0.030630631,0.037837838,0.100900901,0.055855856,0.037837838,0,0,0
BenjaminKangLim,241295newsML.txt,0.518737673,148.2631579,134.1428571,0.315581854,0.145956607,0.065088757,0.122287968,0.00591716,0.033530572,0.027613412,0.116370809,0.047337278,0.039447732,0,0,0
BenjaminKangLim,241719newsML.txt,0.4778157,151.1363636,107.2580645,0.324232082,0.16552901,0.075085324,0.098976109,0.017064846,0.0221843,0.029010239,0.110921502,0.046075085,0.040955631,0,0,0
BenjaminKangLim,24300newsML.txt,0.451197053,175.8823529,130,0.318600368,0.152854512,0.081031308,0.082872928,0.014732965,0.014732965,0.036832413,0.119705341,0.051565378,0.040515654,0,0,0
BernardHickey,103816newsML.txt,0.481989708,145.1904762,112.9259259,0.253859348,0.14922813,0.065180103,0.087478559,0.04974271,0.04974271,0.034305317,0.118353345,0.030874786,0.039451115,0,0,0
BernardHickey,110697newsML.txt,0.451219512,173.5909091,81.25531915,0.302168022,0.16802168,0.058265583,0.058265583,0.028455285,0.043360434,0.029810298,0.077235772,0.040650407,0.04200542,0,0,0
BernardHickey,111971newsML.txt,0.455657492,142.0416667,117.5517241,0.301223242,0.157492355,0.074923547,0.05351682,0.03058104,0.047400612,0.029051988,0.081039755,0.033639144,0.039755352,0,0,0
BernardHickey,111981newsML.txt,0.441091954,135.8148148,107.8529412,0.297413793,0.162356322,0.063218391,0.066091954,0.034482759,0.037356322,0.025862069,0.091954023,0.033045977,0.045977011,0,0,0
BernardHickey,117740newsML.txt,0.537960954,163.1333333,87.39285714,0.25813449,0.140997831,0.080260304,0.082429501,0.04989154,0.054229935,0.019522777,0.10845987,0.039045553,0.039045553,0,0,0
BernardHickey,118434newsML.txt,0.526209677,149.8888889,107.92,0.254032258,0.14516129,0.090725806,0.090725806,0.038306452,0.054435484,0.018145161,0.106854839,0.038306452,0.038306452,0,0,0
BernardHickey,118448newsML.txt,0.468333333,167.6315789,106.1666667,0.27,0.156666667,0.071666667,0.081666667,0.03,0.053333333,0.025,0.101666667,0.038333333,0.035,0,0,0
BernardHickey,118470newsML.txt,0.519911504,141,99.875,0.272123894,0.137168142,0.07300885,0.055309735,0.042035398,0.061946903,0.022123894,0.112831858,0.055309735,0.03539823,0,0,0
BernardHickey,118472newsML.txt,0.513100437,140.6470588,95.64,0.26419214,0.135371179,0.074235808,0.054585153,0.045851528,0.061135371,0.021834061,0.113537118,0.054585153,0.034934498,0,0,0
BernardHickey,118901newsML.txt,0.504244482,154.6190476,115.9642857,0.281833616,0.13582343,0.084889643,0.086587436,0.037351443,0.052631579,0.018675722,0.103565365,0.040747029,0.037351443,0,0,0
BernardHickey,148778newsML.txt,0.501879699,151.3157895,119.7916667,0.315789474,0.15037594,0.05075188,0.109022556,0.02443609,0.037593985,0.013157895,0.116541353,0.031954887,0.035714286,0,0,0
BernardHickey,148786newsML.txt,0.547263682,119,107.1,0.303482587,0.169154229,0.064676617,0.094527363,0.024875622,0.039800995,0.034825871,0.089552239,0.034825871,0.039800995,0,0,0
BernardHickey,151764newsML.txt,0.489220564,142.5454545,120.6153846,0.253731343,0.154228856,0.081260365,0.067993367,0.04145937,0.053067993,0.033167496,0.11774461,0.036484245,0.033167496,0,0,0
BernardHickey,154997newsML.txt,0.490161002,170.5,127.875,0.302325581,0.118067979,0.091234347,0.076923077,0.044722719,0.037567084,0.025044723,0.123434705,0.037567084,0.033989267,0,0,0
BernardHickey,155005newsML.txt,0.481651376,133.7222222,96.28,0.330275229,0.139908257,0.03440367,0.087155963,0.03440367,0.032110092,0.01146789,0.114678899,0.038990826,0.036697248,0,0,0
BernardHickey,164986newsML.txt,0.438906752,157.7142857,122.6666667,0.307073955,0.144694534,0.081993569,0.083601286,0.033762058,0.030546624,0.022508039,0.11414791,0.038585209,0.038585209,0,0,0
BernardHickey,165020newsML.txt,0.44991511,146.2727273,89.38888889,0.229202037,0.164685908,0.096774194,0.100169779,0.042444822,0.042444822,0.0237691,0.105263158,0.032258065,0.037351443,0,0,0
BernardHickey,165334newsML.txt,0.436708861,161.0952381,125.2962963,0.299050633,0.142405063,0.082278481,0.087025316,0.03164557,0.034810127,0.022151899,0.118670886,0.033227848,0.037974684,0,0,0
BernardHickey,174426newsML.txt,0.517241379,176.1111111,99.0625,0.310344828,0.127586207,0.051724138,0.1,0.055172414,0.04137931,0.017241379,0.137931034,0.020689655,0.031034483,0,0,0
BernardHickey,176080newsML.txt,0.480408859,127.4583333,92.6969697,0.255536627,0.139693356,0.076660988,0.074957411,0.05451448,0.042589438,0.018739353,0.115843271,0.03407155,0.039182283,0,0,0
BernardHickey,181034newsML.txt,0.654054054,123.5,98.8,0.275675676,0.135135135,0.059459459,0.097297297,0.086486486,0.037837838,0.027027027,0.124324324,0.021621622,0.037837838,0,0,0
BernardHickey,18328newsML.txt,0.480408859,147.2857143,65.80851064,0.298126065,0.132879046,0.081771721,0.086882453,0.05451448,0.044293015,0.02044293,0.095400341,0.03407155,0.04088586,0,0,0
BernardHickey,184099newsML.txt,0.470890411,143.9047619,104.2068966,0.294520548,0.125,0.08390411,0.089041096,0.058219178,0.039383562,0.029109589,0.113013699,0.037671233,0.035958904,0,0,0
BernardHickey,184111newsML.txt,0.451094891,146.16,114.1875,0.271532847,0.127007299,0.068613139,0.081751825,0.074452555,0.046715328,0.035036496,0.115328467,0.046715328,0.035036496,0,0,0
BernardHickey,198061newsML.txt,0.484745763,153.25,113.5185185,0.255932203,0.16779661,0.083050847,0.096610169,0.022033898,0.047457627,0.040677966,0.122033898,0.033898305,0.03220339,0,0,0
BernardHickey,201116newsML.txt,0.649425287,188.8,134.8571429,0.293103448,0.183908046,0.074712644,0.063218391,0.005747126,0.017241379,0.011494253,0.114942529,0.057471264,0.034482759,0,0,0
BernardHickey,218591newsML.txt,0.531827515,139.9473684,106.36,0.330595483,0.110882957,0.071868583,0.078028747,0.055441478,0.024640657,0.014373717,0.123203285,0.034907598,0.036960986,0,0,0
BernardHickey,223842newsML.txt,0.469458988,178.5789474,178.5789474,0.286212914,0.162303665,0.095986038,0.102966841,0.013961606,0.020942408,0.027923211,0.104712042,0.02443281,0.029668412,0,0,0
BernardHickey,223856newsML.txt,0.463955638,164.5,182.7777778,0.310536044,0.157116451,0.107208872,0.114602588,0.007393715,0.03142329,0.020332717,0.090573013,0.025878004,0.035120148,0,0,0
BernardHickey,223857newsML.txt,0.474169742,156.047619,172.4736842,0.311808118,0.156826568,0.097785978,0.112546125,0.012915129,0.031365314,0.020295203,0.086715867,0.029520295,0.035055351,0,0,0
BernardHickey,242252newsML.txt,0.482352941,142.3333333,135.8636364,0.3,0.170588235,0.08627451,0.092156863,0.015686275,0.045098039,0.021568627,0.111764706,0.039215686,0.041176471,0,0,0
BernardHickey,250680newsML.txt,0.404915912,133.1666667,105.1315789,0.306597671,0.130659767,0.055627426,0.089262613,0.04915912,0.051746442,0.029754204,0.10996119,0.037516171,0.038809832,0,0,0
BernardHickey,25315newsML.txt,0.51875,140.6315789,72.21621622,0.289583333,0.116666667,0.085416667,0.066666667,0.05,0.04375,0.020833333,0.10625,0.05,0.039583333,0,0,0
BernardHickey,25320newsML.txt,0.53164557,140.7894737,81.06060606,0.29535865,0.116033755,0.088607595,0.067510549,0.048523207,0.042194093,0.021097046,0.105485232,0.050632911,0.037974684,0,0,0
BernardHickey,25344newsML.txt,0.51047619,117.24,73.275,0.300952381,0.131428571,0.068571429,0.083809524,0.053333333,0.036190476,0.019047619,0.123809524,0.04,0.045714286,0,0,0
BernardHickey,294933newsML.txt,0.486373166,143.0588235,121.6,0.324947589,0.134171908,0.037735849,0.098532495,0.035639413,0.020964361,0.027253669,0.125786164,0.046121593,0.037735849,0,0,0
BernardHickey,294952newsML.txt,0.47133758,157.1875,167.6666667,0.282377919,0.165605096,0.053078556,0.133757962,0.021231423,0.038216561,0.040339703,0.108280255,0.031847134,0.029723992,0,0,0
BernardHickey,30677newsML.txt,0.530164534,134.2727273,92.3125,0.268738574,0.151736746,0.060329068,0.063985375,0.056672761,0.058500914,0.021937843,0.111517367,0.036563071,0.040219378,0,0,0
BernardHickey,31892newsML.txt,0.501901141,135.0952381,78.80555556,0.269961977,0.144486692,0.074144487,0.058935361,0.060836502,0.02851711,0.024714829,0.100760456,0.041825095,0.038022814,0,0,0
BernardHickey,322990newsML.txt,0.475862069,151.9545455,139.2916667,0.298275862,0.156896552,0.084482759,0.09137931,0.043103448,0.027586207,0.017241379,0.082758621,0.04137931,0.036206897,0,0,0
BernardHickey,322996newsML.txt,0.469352014,141.5217391,120.5555556,0.362521891,0.133099825,0.052539405,0.094570928,0.036777583,0.026269702,0.015761821,0.105078809,0.031523643,0.038528897,0,0,0
BernardHickey,323527newsML.txt,0.469072165,151.4090909,133.24,0.295532646,0.156357388,0.08419244,0.091065292,0.042955326,0.027491409,0.017182131,0.082474227,0.041237113,0.036082474,0,0,0
BernardHickey,33299newsML.txt,0.497164461,140.6,78.11111111,0.262759924,0.141776938,0.075614367,0.060491493,0.060491493,0.028355388,0.024574669,0.102079395,0.047258979,0.035916824,0,0,0
BernardHickey,33301newsML.txt,0.529850746,134.0625,107.25,0.26119403,0.114427861,0.084577114,0.074626866,0.092039801,0.044776119,0.014925373,0.129353234,0.037313433,0.034825871,0,0,0
BernardHickey,33315newsML.txt,0.51025641,113.1111111,96.95238095,0.264102564,0.184615385,0.071794872,0.046153846,0.020512821,0.048717949,0.033333333,0.082051282,0.038461538,0.041025641,0,0,0
BernardHickey,354020newsML.txt,0.479069767,130.9444444,112.2380952,0.276744186,0.146511628,0.079069767,0.093023256,0.076744186,0.030232558,0.034883721,0.1,0.01627907,0.039534884,0,0,0
BernardHickey,355589newsML.txt,0.487603306,136.5263158,103.76,0.274793388,0.142561983,0.078512397,0.090909091,0.076446281,0.033057851,0.030991736,0.105371901,0.01446281,0.037190083,0,0,0
BernardHickey,361792newsML.txt,0.455252918,161.1764706,94.48275862,0.303501946,0.112840467,0.077821012,0.091439689,0.064202335,0.029182879,0.019455253,0.122568093,0.031128405,0.036964981,0,0,0
BernardHickey,361793newsML.txt,0.437781109,156.826087,103.0571429,0.304347826,0.109445277,0.086956522,0.091454273,0.058470765,0.034482759,0.017991004,0.12143928,0.034482759,0.037481259,0,0,0
BernardHickey,361820newsML.txt,0.442879499,149.3043478,88.05128205,0.309859155,0.131455399,0.070422535,0.095461659,0.046948357,0.03599374,0.018779343,0.112676056,0.037558685,0.039123631,0,0,0
BradDorfman,102760newsML.txt,0.531313131,98.10714286,62.43181818,0.341414141,0.125252525,0.064646465,0.056565657,0.070707071,0.046464646,0.02020202,0.082828283,0.054545455,0.032323232,0,0,0
BradDorfman,117102newsML.txt,0.456086287,184.5789474,77.93333333,0.285053929,0.134052388,0.07550077,0.081664099,0.061633282,0.044684129,0.026194145,0.104776579,0.063174114,0.038520801,0,0,0
BradDorfman,142661newsML.txt,0.463535229,200.1428571,105.075,0.288009889,0.154511743,0.049443758,0.107540173,0.017305315,0.0407911,0.024721879,0.100123609,0.056860321,0.039555006,0,0,0
BradDorfman,144035newsML.txt,0.473103448,197.8421053,101.5945946,0.289655172,0.15862069,0.049655172,0.110344828,0.016551724,0.04137931,0.027586207,0.096551724,0.055172414,0.04,0,0,0
BradDorfman,146644newsML.txt,0.4933687,164.9166667,86.04347826,0.291777188,0.167108753,0.063660477,0.061007958,0.029177719,0.042440318,0.018567639,0.116710875,0.061007958,0.039787798,0,0,0
BradDorfman,146870newsML.txt,0.496350365,155.0526316,81.83333333,0.313868613,0.156934307,0.060218978,0.074817518,0.02919708,0.049270073,0.018248175,0.104014599,0.052919708,0.04379562,0,0,0
BradDorfman,156808newsML.txt,0.435307018,168.4482759,81.41666667,0.338815789,0.145833333,0.061403509,0.084429825,0.012061404,0.041666667,0.019736842,0.083333333,0.0625,0.05372807,0,0,0
BradDorfman,15944newsML.txt,0.518518519,176.5714286,91.55555556,0.328703704,0.141203704,0.053240741,0.131944444,0.016203704,0.030092593,0.027777778,0.127314815,0.037037037,0.037037037,0,0,0
BradDorfman,160089newsML.txt,0.531914894,148.7,106.2142857,0.343971631,0.156028369,0.035460993,0.120567376,0.021276596,0.024822695,0.031914894,0.095744681,0.04964539,0.042553191,0,0,0
BradDorfman,16033newsML.txt,0.467741935,174.2666667,113.6521739,0.278225806,0.163306452,0.046370968,0.08266129,0.026209677,0.034274194,0.040322581,0.108870968,0.048387097,0.036290323,0,0,0
BradDorfman,179121newsML.txt,0.472803347,146.7647059,113.4090909,0.257322176,0.171548117,0.077405858,0.069037657,0.039748954,0.035564854,0.025104603,0.081589958,0.071129707,0.039748954,0,0,0
BradDorfman,196808newsML.txt,0.451038576,176.6666667,88.33333333,0.318991098,0.137982196,0.066765579,0.100890208,0.03115727,0.026706231,0.040059347,0.083086053,0.048961424,0.038575668,0,0,0
BradDorfman,199931newsML.txt,0.466777409,172.8421053,86.42105263,0.330564784,0.109634551,0.079734219,0.074750831,0.068106312,0.021594684,0.016611296,0.083056478,0.066445183,0.041528239,0,0,0
BradDorfman,200749newsML.txt,0.454545455,186.952381,85.34782609,0.321022727,0.136363636,0.065340909,0.090909091,0.028409091,0.036931818,0.032670455,0.083806818,0.045454545,0.039772727,0,0,0
BradDorfman,206764newsML.txt,0.481666667,170.3684211,89.91666667,0.32,0.14,0.065,0.093333333,0.043333333,0.038333333,0.021666667,0.1,0.045,0.038333333,0,0,0
BradDorfman,206841newsML.txt,0.480314961,169.375,90.33333333,0.312992126,0.145669291,0.05511811,0.088582677,0.045275591,0.051181102,0.017716535,0.104330709,0.045275591,0.037401575,0,0,0
BradDorfman,209880newsML.txt,0.483568075,149.9565217,88.43589744,0.355242567,0.153364632,0.053208138,0.089201878,0.029733959,0.025039124,0.017214397,0.082942097,0.053208138,0.042253521,0,0,0
BradDorfman,225133newsML.txt,0.462299135,168.68,76.67272727,0.339925834,0.123609394,0.055624227,0.086526576,0.030902349,0.032138443,0.016069221,0.118665019,0.060568603,0.048207664,0,0,0
BradDorfman,226801newsML.txt,0.48015873,190.8571429,102.7692308,0.317460317,0.157407407,0.072751323,0.085978836,0.011904762,0.035714286,0.027777778,0.100529101,0.076719577,0.035714286,0,0,0
BradDorfman,231427newsML.txt,0.446002805,175.4545455,89.76744186,0.340813464,0.12342216,0.072931276,0.071528752,0.03085554,0.032258065,0.037868163,0.115007013,0.051893408,0.039270687,0,0,0
BradDorfman,231868newsML.txt,0.43989071,180.3636364,92.27906977,0.342896175,0.12431694,0.073770492,0.072404372,0.028688525,0.031420765,0.035519126,0.116120219,0.054644809,0.038251366,0,0,0
BradDorfman,234712newsML.txt,0.534090909,165.4166667,90.22727273,0.3125,0.164772727,0.051136364,0.073863636,0.034090909,0.019886364,0.045454545,0.099431818,0.048295455,0.039772727,0,0,0
BradDorfman,240124newsML.txt,0.51171875,144.8947368,114.7083333,0.265625,0.173828125,0.078125,0.08203125,0.017578125,0.046875,0.021484375,0.1171875,0.0390625,0.04296875,0,0,0
BradDorfman,240151newsML.txt,0.482993197,156.2,120.1538462,0.277210884,0.170068027,0.06292517,0.091836735,0.032312925,0.039115646,0.027210884,0.093537415,0.037414966,0.039115646,0,0,0
BradDorfman,24388newsML.txt,0.480237154,180.7333333,64.54761905,0.33201581,0.146245059,0.057312253,0.077075099,0.027667984,0.035573123,0.009881423,0.108695652,0.061264822,0.041501976,0,0,0
BradDorfman,255717newsML.txt,0.480725624,174.5,87.25,0.283446712,0.133786848,0.081632653,0.106575964,0.040816327,0.031746032,0.020408163,0.111111111,0.045351474,0.034013605,0,0,0
BradDorfman,272513newsML.txt,0.48583878,144.2941176,98.12,0.283224401,0.139433551,0.052287582,0.093681917,0.052287582,0.045751634,0.015250545,0.102396514,0.078431373,0.041394336,0,0,0
BradDorfman,273212newsML.txt,0.442196532,161.9565217,82.77777778,0.283236994,0.143063584,0.052023121,0.076589595,0.056358382,0.041907514,0.024566474,0.099710983,0.053468208,0.040462428,0,0,0
